Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1980","1980","100 g/ha","265792","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1981","1981","100 g/ha","221725","I","Imputed value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1982","1982","100 g/ha","261614","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1983","1983","100 g/ha","230256","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1984","1984","100 g/ha","223399","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1985","1985","100 g/ha","168027","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1986","1986","100 g/ha","202690","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1987","1987","100 g/ha","180796","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1988","1988","100 g/ha","153942","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1989","1989","100 g/ha","238618","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1990","1990","100 g/ha","160011","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1991","1991","100 g/ha","226901","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1992","1992","100 g/ha","174053","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1993","1993","100 g/ha","91079","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1994","1994","100 g/ha","138535","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1995","1995","100 g/ha","167944","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1996","1996","100 g/ha","102446","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1997","1997","100 g/ha","154196","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1998","1998","100 g/ha","148346","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","1999","1999","100 g/ha","167621","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","2000","2000","100 g/ha","104344","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","2001","2001","100 g/ha","140998","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","2002","2002","100 g/ha","237401","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","2003","2003","100 g/ha","230355","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","2004","2004","100 g/ha","243463","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","2005","2005","100 g/ha","191121","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","2006","2006","100 g/ha","197552","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1723","Sugar Crops Primary","2007","2007","100 g/ha","126799","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1961","1961","100 g/ha","639179","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1962","1962","100 g/ha","473477","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1963","1963","100 g/ha","606531","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1964","1964","100 g/ha","512341","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1965","1965","100 g/ha","465982","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1966","1966","100 g/ha","318400","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1967","1967","100 g/ha","433750","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1968","1968","100 g/ha","256167","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1969","1969","100 g/ha","244592","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1970","1970","100 g/ha","232268","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1971","1971","100 g/ha","206379","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1972","1972","100 g/ha","213719","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1973","1973","100 g/ha","266084","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1974","1974","100 g/ha","211922","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1975","1975","100 g/ha","249885","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1976","1976","100 g/ha","298973","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1977","1977","100 g/ha","239074","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1978","1978","100 g/ha","307057","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1979","1979","100 g/ha","243029","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1980","1980","100 g/ha","229760","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1981","1981","100 g/ha","263827","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1982","1982","100 g/ha","298800","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1983","1983","100 g/ha","300639","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1984","1984","100 g/ha","313689","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1985","1985","100 g/ha","19181","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1986","1986","100 g/ha","18315","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1987","1987","100 g/ha","20049","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1988","1988","100 g/ha","19740","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1989","1989","100 g/ha","21268","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1990","1990","100 g/ha","17291","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1991","1991","100 g/ha","15807","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1992","1992","100 g/ha","19486","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1993","1993","100 g/ha","8975","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1994","1994","100 g/ha","19255","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1995","1995","100 g/ha","12420","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1996","1996","100 g/ha","11009","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1997","1997","100 g/ha","15789","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1998","1998","100 g/ha","7793","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","1999","1999","100 g/ha","10305","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2000","2000","100 g/ha","9932","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2001","2001","100 g/ha","12517","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2002","2002","100 g/ha","5530","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2003","2003","100 g/ha","8692","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2004","2004","100 g/ha","7856","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2005","2005","100 g/ha","7414","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2006","2006","100 g/ha","6800","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2007","2007","100 g/ha","4077","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2008","2008","100 g/ha","4031","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2009","2009","100 g/ha","5028","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2010","2010","100 g/ha","4075","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2011","2011","100 g/ha","5699","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2012","2012","100 g/ha","9941","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2013","2013","100 g/ha","12990","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2014","2014","100 g/ha","7307","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2015","2015","100 g/ha","8007","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2016","2016","100 g/ha","8308","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2017","2017","100 g/ha","7709","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2018","2018","100 g/ha","8426","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2019","2019","100 g/ha","6933","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2020","2020","100 g/ha","6478","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1729","Treenuts, Total","2021","2021","100 g/ha","5742","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1961","1961","100 g/ha","205012","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1962","1962","100 g/ha","205159","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1963","1963","100 g/ha","208911","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1964","1964","100 g/ha","210879","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1965","1965","100 g/ha","196728","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1966","1966","100 g/ha","211011","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1967","1967","100 g/ha","197180","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1968","1968","100 g/ha","186984","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1969","1969","100 g/ha","190674","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1970","1970","100 g/ha","181806","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1971","1971","100 g/ha","192695","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1972","1972","100 g/ha","194076","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1973","1973","100 g/ha","193982","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1974","1974","100 g/ha","184513","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1975","1975","100 g/ha","149881","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1976","1976","100 g/ha","166665","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1977","1977","100 g/ha","154850","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1978","1978","100 g/ha","159331","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1979","1979","100 g/ha","164452","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1980","1980","100 g/ha","171602","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1981","1981","100 g/ha","175328","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1982","1982","100 g/ha","176666","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1983","1983","100 g/ha","145625","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1984","1984","100 g/ha","173244","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1985","1985","100 g/ha","144502","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1986","1986","100 g/ha","140277","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1987","1987","100 g/ha","152916","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1988","1988","100 g/ha","156170","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1989","1989","100 g/ha","166361","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1990","1990","100 g/ha","171954","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1991","1991","100 g/ha","151423","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1992","1992","100 g/ha","136055","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1993","1993","100 g/ha","114813","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1994","1994","100 g/ha","127253","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1995","1995","100 g/ha","117202","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1996","1996","100 g/ha","106678","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1997","1997","100 g/ha","104414","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1998","1998","100 g/ha","112993","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","1999","1999","100 g/ha","98279","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2000","2000","100 g/ha","93981","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2001","2001","100 g/ha","100481","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2002","2002","100 g/ha","101580","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2003","2003","100 g/ha","144193","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2004","2004","100 g/ha","131023","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2005","2005","100 g/ha","127145","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2006","2006","100 g/ha","141943","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2007","2007","100 g/ha","111526","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2008","2008","100 g/ha","151388","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2009","2009","100 g/ha","162950","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2010","2010","100 g/ha","172442","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2011","2011","100 g/ha","165461","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2012","2012","100 g/ha","144555","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2013","2013","100 g/ha","184855","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2014","2014","100 g/ha","208543","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2015","2015","100 g/ha","155715","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2016","2016","100 g/ha","169639","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2017","2017","100 g/ha","190532","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2018","2018","100 g/ha","214349","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2019","2019","100 g/ha","202558","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2020","2020","100 g/ha","201241","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5419","Yield","F1735","Vegetables Primary","2021","2021","100 g/ha","215536","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","1992","1992","100 g/ha","39721","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","1993","1993","100 g/ha","42557","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","1994","1994","100 g/ha","41369","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","1995","1995","100 g/ha","43657","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","1996","1996","100 g/ha","45078","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","1997","1997","100 g/ha","50079","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","1998","1998","100 g/ha","46690","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","1999","1999","100 g/ha","46042","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2000","2000","100 g/ha","41148","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2001","2001","100 g/ha","48403","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2002","2002","100 g/ha","53162","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2003","2003","100 g/ha","36010","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2004","2004","100 g/ha","54089","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2005","2005","100 g/ha","55928","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2006","2006","100 g/ha","54202","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2007","2007","100 g/ha","45581","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2008","2008","100 g/ha","66391","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2009","2009","100 g/ha","61098","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2010","2010","100 g/ha","54560","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2011","2011","100 g/ha","52200","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2012","2012","100 g/ha","45736","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2013","2013","100 g/ha","54449","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2014","2014","100 g/ha","60277","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2015","2015","100 g/ha","56950","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2016","2016","100 g/ha","66655","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2017","2017","100 g/ha","57048","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2018","2018","100 g/ha","70556","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2019","2019","100 g/ha","71573","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2020","2020","100 g/ha","69924","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1717","Cereals, primary","2021","2021","100 g/ha","70129","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","1992","1992","100 g/ha","213049","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","1993","1993","100 g/ha","197460","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","1994","1994","100 g/ha","142827","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","1995","1995","100 g/ha","113442","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","1996","1996","100 g/ha","174577","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","1997","1997","100 g/ha","137037","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","1998","1998","100 g/ha","153626","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","1999","1999","100 g/ha","141929","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2000","2000","100 g/ha","174064","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2001","2001","100 g/ha","148411","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2002","2002","100 g/ha","124230","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2003","2003","100 g/ha","86978","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2004","2004","100 g/ha","121050","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2005","2005","100 g/ha","65247","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2006","2006","100 g/ha","297256","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2007","2007","100 g/ha","300586","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2008","2008","100 g/ha","343018","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2009","2009","100 g/ha","256434","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2010","2010","100 g/ha","295376","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2011","2011","100 g/ha","231838","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2012","2012","100 g/ha","287634","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2013","2013","100 g/ha","187222","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","F1804","Citrus Fruit, Total","2014","2014","100 g/ha","296624","A","Official figure",""
